11:00; "Экзамен по дисциплине Введение в операционные системы"; "1.csv"; 0
09:20; "Экзамен по дисциплине Уравнения математической физики"; "2.csv"; 0
15:30; "Экзамен по дисциплине Организация и функционирование вычислительных систем"; "3.csv"; 0
17:10; "Экзамен по дисциплине Современная компьютерная алгебра"; "4.csv"; 0
